id,classe_id,classe,text,texto
91088,0,alegria,"I was captain of the school swimming team. The team was only two  points in front before the last relay. We won the relay, which I  swam in, and thus my team won the championship.","Eu era capitão da equipe de natação da escola. A equipe tinha apenas dois pontos de vantagem antes do último revezamento. Ganhamos o revezamento, no qual nadei, e assim meu time ganhou o campeonato."
41045,1,culpa,"I had been guilty of gossiping and blaming others, and one of my  superiors at the workplace made a formal reprimand.","Eu era culpado de fofocar e culpar os outros, e um de meus superiores no local de trabalho fez uma reprimenda formal."
171034,1,culpa,"I was of the opinion that 12.00 pm was too early to be back at  home after going out, so I stayed away longer, knowing that my  mother would be worried.","Eu era da opinião que 12h00 era muito cedo para voltar para casa depois de sair, então fiquei mais tempo longe, sabendo que minha mãe ficaria preocupada."
261067,4,raiva,"I was the compere at a party and all my efforts to get the show  rolling were thwarted by the immobile, non co-operative guests.   I felt frustation - bordering on anger.",Eu era o chefe de uma festa e todos os meus esforços para fazer o show rolar foram frustrados pelos convidados imóveis e não cooperativos. Senti frustração - beirando a raiva.
91027,3,medo,"I was a passenger in a jumbo-jet which was accelerating down the  runway and almost at the point of take-off, when the pilot  suddenly braked and put the engines into reverse thrust, in an  obviously urgent attempt to stop the aircraft. The hostesses show  signs of concern and my first thought was that something was on  the runway in our path and that we were in danger of hitting it.","Eu era o passageiro de um jato-jumbo que estava acelerando na pista e quase no ponto de decolagem, quando o piloto freou de repente e colocou os motores em marcha à ré, numa tentativa obviamente urgente de parar a aeronave. As anfitriãs demonstraram preocupação e meu primeiro pensamento foi que havia algo na pista em nosso caminho e que corríamos o risco de bater."
201045,3,medo,I was a passenger in a vehicle when suddenly another vehicle came  from behind to overtake us.  However another one was coming right  in front so the other vehicle changed course and blocked our way  and so we crashed against the side of the road.,"Eu era um passageiro em um veículo quando de repente outro veículo veio por trás para nos ultrapassar. No entanto, outro estava vindo bem na frente, então o outro veículo mudou o curso e bloqueou nosso caminho e assim batemos contra a lateral da estrada."
191055,6,vergonha,I slipped and fell in to a puddle and people started looking at  me.,Eu escorreguei e caí em uma poça e as pessoas começaram a olhar para mim.
201083,4,raiva,I wrote an assignment and was given less marks than a friend with  whom I had previously discussed the assignment.,Eu escrevi uma designação e recebi menos notas do que um amigo com quem já havia discutido a designação.
201017,4,raiva,"I peeped into Maurine's bedroom and saw two people - Maurine anbd  my step-dad.  I thought, "" Why did she break her promises ? Why  had she invited me ? Why do old men go for young girls ? ""","Eu espiei no quarto de Maurine e vi duas pessoas - Maurine e meu padrasto. Eu pensei: ""Por que ela quebrou suas promessas? Por que ela me convidou? Por que homens velhos procuram garotas?"""
11042,3,medo,I was within a hair's breadth of knocking down a drunkard who  suddenly ran into the street.  The fear came later when I      realized what could have happened.,"Eu estava a um fio de cabelo de derrubar um bêbado que de repente correu para a rua. O medo veio mais tarde, quando percebi o que poderia ter acontecido."
41051,3,medo,I was camping with a friend of mine and we spent the night in the  forest.  I could not fall off to sleep and could clearly hear  noises from outside (steps ?) approaching our tent.,Eu estava acampando com um amigo meu e passamos a noite na floresta. Eu não conseguia cair no sono e podia ouvir claramente ruídos vindos de fora (passos?) Se aproximando de nossa barraca.
331034,3,medo,"I was camping in an old broken hut which had no lights.  I had  brought along a lamp which was not working very well.  The door  made strange sounds and I was sure that strange things were  happening.  The most terrifying bit was that there were many  wardrobes in the hut and everytime that I looked in the glass of  the wardrobe I felt that there were ""objects"" behind me.   The  whole night was spent in fear and restlessness.","Eu estava acampando em uma velha cabana quebrada que não tinha luzes. Eu havia trazido uma lâmpada que não estava funcionando muito bem. A porta fazia sons estranhos e eu tinha certeza de que coisas estranhas estavam acontecendo. O mais assustador é que havia muitos guarda-roupas na cabana e cada vez que olhava no vidro do guarda-roupa sentia que havia ""objetos"" atrás de mim. A noite inteira foi passada com medo e inquietação."
201019,3,medo,"I was escorting a relative on a bike, we passed by a dark road  with bushas on each side.  Half way down this road, suddenly, we    saw a white dog appear from one side.  Before we could do  anything, it had vanished and moreover it did not seem to have  any legs.","Eu estava acompanhando um parente de bicicleta, passamos por uma estrada escura com bushas de cada lado. No meio do caminho, de repente, vimos um cachorro branco aparecer de um lado. Antes que pudéssemos fazer qualquer coisa, ele havia desaparecido e, além disso, parecia não ter pernas."
191079,2,desgosto,I was at a friend's place for lunch and she fell ill and  vomited.,Eu estava almoçando na casa de uma amiga e ela adoeceu e vomitou.
81039,3,medo,I was riding with a friend in his car. At a speed of 120 km/h on  the snow-covered motorway I would have liked to get out.,"Eu estava andando com um amigo em seu carro. A uma velocidade de 120 km / h na rodovia coberta de neve, eu gostaria de sair."
191052,3,medo,I was walking down a road and suddenly a few dogs appeared at a fence  and started barking angrily.  They were jumping and it seemed  that they would come for me any time.,Eu estava andando em uma estrada e de repente alguns cães apareceram em uma cerca e começaram a latir com raiva. Eles estavam pulando e parecia que viriam atrás de mim a qualquer momento.
261005,4,raiva,I was walking on a street alone in the afternoon when there were  not too many people on the street.  A couple of guys were  following me and I was ignoring them.  Suddenly one of them came  in front of me and started using dirty language and harrassing  me.  I got very angry and wanted to strike back at them.,"Eu estava andando em uma rua sozinho à tarde, quando não havia muitas pessoas na rua. Alguns caras estavam me seguindo e eu os estava ignorando. De repente, um deles veio na minha frente e começou a usar linguagem suja e a me assediar. Fiquei muito zangado e queria revidar."
91093,1,culpa,"I was walking quite quickly and unthinking through a children's  playground, when a toddler ran in front of me I knocked him over  and he hit his head quite hard and began crying.","Eu estava andando muito rápido e sem pensar em um parquinho infantil, quando uma criança correu na minha frente, eu o derrubei e ele bateu com a cabeça com força e começou a chorar."
122018,3,medo,I was walking on the pavement when a white car rolled on it and  directed towards me. I was quite near the house wall when it  rolled by and hit me.,Eu estava andando na calçada quando um carro branco passou por ela e se dirigiu para mim. Eu estava bem perto da parede da casa quando ela passou e me atingiu.
171008,3,medo,"I was walking in the wood at night with my boyfriend. Very  romantic. Suddenly I heard a car driving very slowly with the  lights out, it looked as if they were looking for something.","Eu estava andando na floresta à noite com meu namorado. Muito romântico. De repente ouvi um carro rodando bem devagarinho com as luzes apagadas, parecia que procuravam alguma coisa."
191030,3,medo,I was walking along a subway when I saw a group of louts.  I was  rather afraid because I was alone.,Eu estava andando no metrô quando vi um grupo de arruaceiros. Eu estava com muito medo porque estava sozinho.
201031,3,medo,I was walking through a thick forest and there was a big snake at  a distance of about four metres.,Eu estava andando por uma floresta densa e havia uma grande cobra a uma distância de cerca de quatro metros.
191066,3,medo,"I was walking down a little village at night.  There was nobody  in the steet.  A dog began to bark, I felt that it was following  me.  Then I began to run, the other dogs started barking too.  At  last I arrived home.","Eu estava andando por uma pequena vila à noite. Não havia ninguém na rua. Um cachorro começou a latir, senti que estava me seguindo. Então comecei a correr, os outros cães começaram a latir também. Finalmente cheguei em casa."
171017,3,medo,"I was walking alone in the street late at night (2.30 am). It was  very quiet. Then a man approached me and said ""Hello"".","Eu estava andando sozinho na rua tarde da noite (2h30). Estava muito quieto. Então um homem se aproximou de mim e disse ""Olá""."
271067,3,medo,I was alone walking in a deserted part of the city and I had some  fear that some men would attack me and rob me.,Eu estava andando sozinho por uma parte deserta da cidade e tive medo de que alguns homens me atacassem e me roubassem.
271085,4,raiva,I had been in love with a certain young man who pretended to love  me but one day I found out that he had another girlfriend who was  also a friend of mine.,"Eu estava apaixonada por um certo jovem que fingia me amar, mas um dia descobri que ele tinha outra namorada que também era minha amiga."
201099,4,raiva,I was in love with a very beautiful girl and when I went back for  my holidays I found her wth another guy who she said was just a  friend.  Later I found them together and was convinced that there  was something fishy.,"Eu estava apaixonado por uma garota muito bonita e quando voltei para as minhas férias encontrei-a com outro cara que ela disse ser apenas um amigo. Mais tarde, encontrei-os juntos e fiquei convencido de que havia algo suspeito."
261045,5,tristeza,I was in love with a girl but had to separate from her because of  different commitments concerning life and career.  I loved her as  a person but could not agree with the life the future would  demand.  Parting from her was very sad.,"Eu estava apaixonado por uma garota, mas tive que me separar dela por causa de compromissos diferentes em relação à vida e à carreira. Eu a amava como pessoa, mas não conseguia concordar com a vida que o futuro exigiria. Separar-se dela foi muito triste."
261037,6,vergonha,"I was learning judo and my instructor wanted me to assist him in  teaching girls judo at a suburban college.  I was just a beginer,  and he made me a green belt so that I would be able to command  respect.  This was against my principles, and yet I allowed myself  to listen to him.  I gave it up soon after, however I felt very  ashamed at not sticking to my principles and at not having put my  foot down earlier.","Eu estava aprendendo judô e meu instrutor queria que eu o ajudasse a ensinar judô para meninas em uma faculdade suburbana. Eu era apenas um iniciante e ele me deu uma faixa verde para que eu pudesse impor respeito. Isso era contra meus princípios, mas me permiti ouvi-lo. Desisti logo depois, porém me senti muito envergonhado por não seguir meus princípios e por não ter batido o pé antes."
271058,5,tristeza,"I was watching T.V with my parents and some pornographic scenes  came on, I felt uncomfortable and tried to distract my parents  attention by talking to them.","Eu estava assistindo TV com meus pais e algumas cenas pornográficas começaram, me senti desconfortável e tentei distrair a atenção dos meus pais conversando com eles."
191061,6,vergonha,"I was watching T.V with my parents and some pornographic scenes  came on, I felt uncomfortable and tried to distract my parents  attention by talking to them.","Eu estava assistindo TV com meus pais e algumas cenas pornográficas começaram, me senti desconfortável e tentei distrair a atenção dos meus pais conversando com eles."
81037,4,raiva,I was watching TV with a friend. After the first film I wanted to  watch another film on the same channel. My friend switched over  to the other cannel without asking me what I wanted.,"Eu estava assistindo TV com um amigo. Depois do primeiro filme, quis assistir a outro filme no mesmo canal. Meu amigo mudou para o outro canal sem me perguntar o que eu queria."
161032,3,medo,I was watching a movie alone - it was a horror movie. The music  was a deep pulsing type - not really music. And a light flashed  on and off. It was in the complete darkness of a movie theatre  that was almost empty.,Eu estava assistindo a um filme sozinho - era um filme de terror. A música era um tipo de pulsação profunda - não realmente música. E uma luz acendeu e apagou. Estava na escuridão total de uma sala de cinema quase vazia.
191050,5,tristeza,I was watching a sad film and it affected me deeply.,Eu estava assistindo a um filme triste e isso me afetou profundamente.
41025,3,medo,I had been watching a TV-program on paranormal phenomena.  At  night I could not fall off to sleep as I feared that humanoids  were on the move.,"Eu estava assistindo a um programa de TV sobre fenômenos paranormais. À noite, eu não conseguia dormir porque temia que humanóides estivessem em movimento."
221059,5,tristeza,"I was watching a sunset after my latest boyfriend left me and I  realized that we would never watch sunsets again, probaly never  see eachother again and none of it mattered.","Eu estava assistindo a um pôr do sol depois que meu último namorado me deixou e percebi que nunca mais assistiríamos o pôr do sol novamente, provavelmente nunca mais nos veríamos e nada disso importava."
171039,2,desgosto,I was looking at a one-man show on television. He told very  disgusting things so that I started to be disgusted with it.  (Later on it proved that this was his intention).,Eu estava assistindo a um show de um homem só na televisão. Ele disse coisas muito nojentas que eu comecei a ficar enojado com isso. (Mais tarde ficou provado que essa era sua intenção).
11025,3,medo,I had been watching a triller a dark night in the country and I  had to go the outside toilet on my own.,Eu estava assistindo a um triller em uma noite escura no campo e tive que ir ao banheiro externo sozinho.
191072,3,medo,"I was watching a procession during the Holy week, and a penitent  approached me.",Eu estava assistindo a uma procissão durante a Semana Santa e um penitente se aproximou de mim.
101055,5,tristeza,I was watching television. It was about midnight when a very dear  friend called saying that his father had died in an accident.,Eu estava assistindo televisão. Era cerca de meia-noite quando um amigo muito querido ligou dizendo que seu pai havia morrido em um acidente.
161031,1,culpa,I was late meeting someone for an appointment.,Eu estava atrasado para encontrar alguém para um compromisso.
121068,3,medo,I was crossing the street together with some colleagues of mine  when I suddenly found myself almost under the wheels of a truck.,Eu estava atravessando a rua com alguns colegas meus quando de repente me vi quase sob as rodas de um caminhão.
171039,6,vergonha,I was drinking a glass of wine and eating something when there  suddenly appeared pictures about the famine in some parts of  Africa.,Eu estava bebendo uma taça de vinho e comendo algo quando de repente surgiram fotos sobre a fome em algumas partes da África.
271077,3,medo,I was playing with friends then I decided to splash some sand  into a car which was moving nearby. The driver got angry and came  to report to my parents.,"Eu estava brincando com amigos, então decidi jogar um pouco de areia em um carro que estava se movendo nas proximidades. O motorista ficou bravo e veio relatar aos meus pais."
201081,1,culpa,"I was drunk one night and I insulted three ladies.  The following  morning they approached me and asked me the reason behind my  bahaviour, I apologized for my unruly behaviour.","Eu estava bêbado uma noite e insultei três mulheres. Na manhã seguinte, eles se aproximaram de mim e me perguntaram o motivo do meu bahaviour. Pedi desculpas por meu comportamento indisciplinado."
191056,3,medo,"I was walking with another person when a ""gang"" separted us and  pushed me in to a house, hit me in the stomach and the face, then  they left - leaving me bleeding.","Eu estava caminhando com outra pessoa quando uma “gangue” nos separou e me empurrou para dentro de uma casa, me bateu no estômago e no rosto, depois foi embora - me deixando sangrando."
91058,3,medo,I was walking to my car at night and thought that I was being  followed.,Eu estava caminhando para o meu carro à noite e pensei que estava sendo seguido.
201110,3,medo,I was walking along the passage to my room (very near the anatomy  laboratory) and I heard something and felt that there was some  thing behind me.  I looked back and there was no one.  I started  imagining that maybe it was a corpse.,Eu estava caminhando pelo corredor para o meu quarto (bem próximo ao laboratório de anatomia) e ouvi algo e senti que havia algo atrás de mim. Eu olhei para trás e não havia ninguém. Comecei a imaginar que talvez fosse um cadáver.
191035,3,medo,"I was walking in the countryside alone when I came across two  dogs who began barking at me.  I did not know whether they were  tied up or loose, but I was afraid of them approaching me.","Eu estava caminhando sozinho pelo campo quando me deparei com dois cachorros que começaram a latir para mim. Não sabia se estavam amarrados ou soltos, mas tinha medo que se aproximassem de mim."
271083,6,vergonha,I was walking one day and I met a man who wanted to ask me about  my brother but I didn't stop to hear what he was saying. I was  ashamed when I found him at home and he told my brother what had  happened.,"Eu estava caminhando um dia e conheci um homem que queria me perguntar sobre meu irmão, mas não parei para ouvir o que ele estava dizendo. Fiquei com vergonha quando o encontrei em casa e ele contou ao meu irmão o que havia acontecido."
21005,3,medo,"I was hunting, and was lost in the fog in the mountains.",Eu estava caçando e me perdi na névoa das montanhas.
201028,3,medo,I was approaching my exam time and my books got stolen.  I was in  a panic as I thought that I would not do well enough to be  considered for the economics quota.  I cried a lot but that did  not help and as the exam day came near a strange fear gripped me.,"Eu estava chegando à hora do meu exame e meus livros foram roubados. Fiquei em pânico porque pensei que não me sairia bem o suficiente para ser considerado para a cota de economia. Chorei muito, mas não adiantou e quando o dia do exame se aproximou, um medo estranho tomou conta de mim."
81057,3,medo,I was afraid before I went to the doctor's.,Eu estava com medo antes de ir ao médico.
271073,3,medo,I was afraid to walk through the forest one day when I dropped  off the bus around 6.30 pm.,Eu estava com medo de andar pela floresta um dia quando caí do ônibus por volta das 18h30.
41080,3,medo,I was afraid of moving away from home and moving to Helsinki for  my studies.,Eu estava com medo de me mudar de casa e me mudar para Helsinque para estudar.
271056,3,medo,I was with my boyfriend forgetting that I had left the house  unlocked. Unfortunatly a thief came and stole all the kitchen  utensils. Thereafter I was afraid of the consequences.,"Eu estava com meu namorado esquecendo que havia deixado a casa destrancada. Infelizmente, um ladrão veio e roubou todos os utensílios da cozinha. Depois disso, tive medo das consequências."
201006,6,vergonha,"I was with my colleagues and we met an elderly man who was very  drunk, as he approached us he started to undress.","Eu estava com meus colegas e encontramos um senhor idoso que estava muito bêbado, ao se aproximar começou a se despir."
191062,4,raiva,I was with my family and we found some abandoned puppies.  I  wanted to help them but everyone said no.  We then left.,"Eu estava com minha família e encontramos alguns cachorrinhos abandonados. Eu queria ajudá-los, mas todos disseram não. Então saímos."
101029,4,raiva,I was with my girlfriend when some guys that I don't like made  fuss at my girl.,Eu estava com minha namorada quando alguns caras que eu não gosto fizeram barulho com minha garota.
81040,4,raiva,I was very hungry and just wanted to start eating when a friend  called me who usually talks for a long time. I was angry because  I was prevented from eating.,Eu estava com muita fome e só queria começar a comer quando uma amiga me ligou que costuma falar muito. Eu estava com raiva porque fui impedida de comer.
171036,6,vergonha,I was very angry at someone.,Eu estava com muita raiva de alguém.
271099,4,raiva,I was so angry with a patient who refused to take drugs.,Eu estava com muita raiva de um paciente que se recusou a usar drogas.
261002,4,raiva,"I was angry at my brother over an argument we had together.  We  do have a few fights from time to time, and also at times I take  out my anger on him.","Eu estava com raiva de meu irmão por causa de uma discussão que tivemos juntos. Temos algumas brigas de vez em quando, e também às vezes descarrego minha raiva nele."
41057,4,raiva,I was angry at my boyfriend who had promised to come to see me  but did not because he spent the evening with his pals.,"Eu estava com raiva de meu namorado, que prometeu vir me ver, mas não veio porque passou a noite com seus amigos."
81027,4,raiva,I was angry with a person who behaved terribly at a ball  offending her relatives.,Eu estava com raiva de uma pessoa que se comportou terrivelmente em um baile ofendendo seus parentes.
81066,4,raiva,I was angry about several drivers who showed an aggressive and  dangerous driving habit.,Eu estava com raiva de vários motoristas que demonstravam um hábito de dirigir agressivo e perigoso.
261007,4,raiva,I was angry this morning when I missed the train to university.,Eu estava com raiva esta manhã quando perdi o trem para a universidade.
221023,6,vergonha,I was angry about 3 months ago and I kicked backwards against the  wall. It caved in and so I had to show it to my parents. I had  been angry after my mother said something to me about not being  able to find clothes in my size - something that I'm sensitive  about. (6' 5'' 210),Eu estava com raiva há cerca de 3 meses e chutei para trás contra a parede. Ele cedeu e então eu tive que mostrá-lo aos meus pais. Fiquei com raiva depois que minha mãe me disse algo sobre não ser capaz de encontrar roupas do meu tamanho - algo sobre o qual sou sensível. (6 &#39;5&#39; &#39;210)
271094,4,raiva,"I was angry the other day because the teacher told me to sweep  some orange peels. It was my friends who were supposed to sweep,  but the teacher told me to do it.","Eu estava com raiva outro dia porque a professora me disse para varrer algumas cascas de laranja. Eram meus amigos que deveriam varrer, mas a professora me disse para fazer isso."
101055,3,medo,"I was with a friend in a stationed car when, suddenly a man  appeared on my side and an other with a gun on his side the  hold-up lasted a few minutes but it was terrible. I had never  seen a gun so close.","Eu estava com um amigo em um carro parado quando, de repente, um homem apareceu ao meu lado e outro com uma arma ao seu lado o assalto durou alguns minutos, mas foi terrível. Nunca tinha visto uma arma tão perto."
171004,1,culpa,"I was out with a friend in a place where it was very, very busy.  When we wanted to go I bumped a person, who dropped his glass  beer I offered a new one but he didn't accept it.","Eu estava com um amigo em um lugar onde estava muito, muito ocupado. Quando queríamos ir, esbarrei em uma pessoa, que deixou cair seu copo de cerveja e ofereci uma nova, mas ele não aceitou."
191059,6,vergonha,"I was with a group of people and everybody told me to do or say  something.  It was a confusing, strong and traumatic situation  for me.","Eu estava com um grupo de pessoas e todos me disseram para fazer ou dizer algo. Foi uma situação confusa, forte e traumática para mim."
201039,6,vergonha,I was ashamed at being the only one to have got a C+ in ED120  assignment.,Eu estava com vergonha de ser o único a ter um C + na atribuição ED120.
171051,6,vergonha,"I was eating in a very nice restaurant, when the servant asked  whether I liked the food I told him that I liked it but that  there was one thing which wasn't so good. The servant than worked  very hard to make it good.","Eu estava comendo em um restaurante muito bom, quando o criado perguntou se eu gostava da comida eu disse a ele que gostava, mas que havia uma coisa que não era tão boa. O servo então trabalhou muito para torná-lo bom."
201095,2,desgosto,I was eating in the dinning hall and some women joined me.  I  could not eat with them so I left the dinning hall.,"Eu estava comendo na sala de jantar e algumas mulheres se juntaram a mim. Não pude comer com eles, por isso saí da sala de jantar."
271065,6,vergonha,I had been telling lies and people discovered instantly that I  was telling lies. I felt very shameful and I felt like  disappearing from people.,Eu estava contando mentiras e as pessoas descobriram instantaneamente que eu estava contando mentiras. Eu me senti muito envergonhado e tive vontade de desaparecer das pessoas.
221050,1,culpa,I was talking to my mom on the phone and she told me that she had  just gotten an award that day in front of all these people and  she asked me if I wanted her to send me the article in the temple  newsletter to me. I said no very quickly and felt guilty for not  being more interested and hurting her feelings.,Eu estava conversando com minha mãe ao telefone e ela me disse que tinha acabado de receber um prêmio naquele dia na frente de todas aquelas pessoas e me perguntou se eu queria que ela me enviasse o artigo do boletim informativo do templo. Eu disse não muito rapidamente e me senti culpado por não estar mais interessado e magoar seus sentimentos.
191050,0,alegria,I was talking to a friend and he said something which was very  funny.,Eu estava conversando com um amigo e ele disse algo muito engraçado.
41031,6,vergonha,"I was talking to a friend of mine about our parents and  education.  I said something and then realized that I did not  know my friend's parents, their motives and education.  I felt  ashamed at having talked about something I did not know anything  about.","Eu estava conversando com um amigo meu sobre nossos pais e educação. Eu disse algo e então percebi que não conhecia os pais de meu amigo, seus motivos e educação. Senti vergonha de ter falado sobre algo sobre o qual nada sabia."
41023,3,medo,"I was jogging in the forest, in the central park area, when I saw  a man hiding behind a tree.  I got frigthened, turned around and  ran out of the forest.","Eu estava correndo na floresta, na área do parque central, quando vi um homem se escondendo atrás de uma árvore. Eu me irritei, virei e corri para fora da floresta."
201023,6,vergonha,I was running in front of a crowd when I slipped and fell on a  wet lawn.,Eu estava correndo na frente de uma multidão quando escorreguei e caí em um gramado molhado.
221074,4,raiva,"I was rushing home from school because there was a 49er game that  night. I got into a non-injury accident, which was all my fault,  but destroyed the front of my car. The truck I hit was undamaged.","Eu estava correndo para casa da escola porque havia um jogo 49er naquela noite. Tive um acidente sem ferimentos, que foi tudo culpa minha, mas destruí a frente do meu carro. O caminhão em que bati não estava danificado."
81059,1,culpa,"I was looking after my cousin's little daughter; she fell down,  was slightly injured and cried vociferously.","Eu estava cuidando da filhinha do meu primo; ela caiu, foi ligeiramente ferida e chorou ruidosamente."
191016,1,culpa,I was looking after a child and she fell down because I was not  paying her much attention.  One side of her face got bruised.,Eu estava cuidando de uma criança e ela caiu porque eu não estava prestando muita atenção nela. Um lado de seu rosto ficou machucado.
271021,3,medo,I was looking after my father's sheen in the forest. One day  while playing with friends from neighbouring villages the flock  escaped me and went into a far place. It became dark and I was  afraid of father. I went home and hid myself.,"Eu estava cuidando do brilho de meu pai na floresta. Um dia, enquanto brincava com amigos de aldeias vizinhas, o rebanho me escapou e foi para um lugar distante. Ficou escuro e eu estava com medo do pai. Eu fui para casa e me escondi."
91051,4,raiva,I was enjoying the company of bird life while I was eating lunch  in a park when a group of people began throwing sticks at some of  the birds - for no reason other than the satisfaction of seeing  them being scared away.,Eu estava curtindo a companhia da vida dos pássaros enquanto almoçava em um parque quando um grupo de pessoas começou a atirar gravetos em alguns dos pássaros - por nenhuma outra razão além da satisfação de vê-los se afastando com medo.
271041,2,desgosto,I was dancing Malipenga (traditional dance). I exaggerated the  steps I was supposed to make in the negative way. This happened in  front of spectators. It was bad for our Boma (group) because I  was on the front line where ability is displayed and it is this  ability that counts when choosing the winning side.,Eu estava dançando Malipenga (dança tradicional). Exagerei os passos que deveria dar de forma negativa. Isso aconteceu na frente dos espectadores. Foi ruim para o nosso Boma (grupo) porque eu estava na linha de frente onde a habilidade é exibida e é essa habilidade que conta na hora de escolher o lado vencedor.
191079,6,vergonha,I was dancing in a theatre.  I was not sure whether some frieends  of mine had come to see me.  I was very scared of doing things  wrong.,Eu estava dançando em um teatro. Não tinha certeza se alguns amigos meus tinham vindo me ver. Eu estava com muito medo de fazer coisas erradas.
191067,0,alegria,"I was on holidays, and I was going to meet a friend whom I had  not seen for six months.  Again I felt very happy.",Eu estava de férias e ia encontrar um amigo que não via há seis meses. Mais uma vez me senti muito feliz.
41070,4,raiva,"I was on vacation, and therefore I did not attend a meeting of  the day care centre.  Nevertheless, the very day I came back they  called me early morining to ask me ""what are you going to do  about the matter ?"" (which had been discussed in the meeting).   Then I got angry.","Eu estava de férias, por isso não compareci a reunião da creche. No entanto, no mesmo dia em que voltei, eles me ligaram cedo para perguntar ""o que você vai fazer a respeito?"" (que foi discutido na reunião). Então eu fiquei com raiva."
101005,3,medo,I was inside the car with my husband and we were assaulted with a  gun at 10 o'clock in the evening.,Eu estava dentro do carro com meu marido e fomos atacados com uma arma de fogo às 10 horas da noite.
11071,3,medo,I was driving and a deer suddenly appeared in front of the  car when there was a lot of traffic behind me.,Eu estava dirigindo e de repente um cervo apareceu na frente do carro quando havia muito tráfego atrás de mim.
221014,3,medo,I was driving and stopped at a stop light. I was planning to make  a right turn as soon as it was clear. It was clear on the left so  I started but a man was just in front of the car.,"Eu estava dirigindo e parei em um semáforo. Eu estava planejando virar à direita assim que estivesse claro. Estava claro à esquerda, então comecei, mas um homem estava bem na frente do carro."
161041,2,desgosto,"I was driving along and saw this young guy urinating into the  gutter, in broad daylight.","Eu estava dirigindo e vi um rapaz urinando na sarjeta, em plena luz do dia."
221064,3,medo,I was driving on to a busy freeway during rush hour and it was  slightly raining. A diesel truck was coming very close behind me  and I was close behind a pick-up. I changed lanes and barely hit  the truck and ran a Honda of the road. I was scared to death to  go back and see if I caused him to crash.,Eu estava dirigindo em uma rodovia movimentada durante a hora do rush e estava chovendo um pouco. Um caminhão a diesel estava vindo bem perto de mim e eu estava atrás de uma pick-up. Mudei de faixa e quase não alcancei o caminhão e dirigi um Honda na estrada. Eu estava morrendo de medo de voltar e ver se o fazia cair.
81021,3,medo,"I was driving my car and it was very misty. It was in the night  and I was alone in my car. I felt totally insecure, nervous and  overstrained.","Eu estava dirigindo meu carro e estava muito enevoado. Era de noite e eu estava sozinho no carro. Eu me sentia totalmente inseguro, nervoso e tenso."
11028,3,medo,I was driving very fast on a small road and I met an oncoming car  in a right handed bend.  The other driver was on his own side of  the road and I had to skid out of it to avoid a collision.  It  was dark.,Eu estava dirigindo muito rápido em uma estrada pequena e encontrei um carro que se aproximava em uma curva para a direita. O outro motorista estava do seu lado da estrada e tive que derrapar para evitar uma colisão. Estava escuro.
191041,1,culpa,"I was driving a friend's car, and I got close to the pavement to  ask my way and I struck a parked car.",Eu estava dirigindo o carro de um amigo e cheguei perto da calçada para perguntar o caminho e bati em um carro estacionado.
91129,1,culpa,"I was driving my parents' car into a carpark in front of a shop  we own, and scraped the corner of the front panel on the back  corner of my father's utility. I didn't tell anyone, I lied about  the bump (later I had to confess).","Eu estava dirigindo o carro dos meus pais em um estacionamento em frente a uma loja que possuímos e raspei o canto do painel frontal no canto traseiro do utilitário do meu pai. Não contei a ninguém, menti sobre o galo (depois tive que confessar)."
161024,5,tristeza,I was driving near my girlfriend's house and I decided to keep  going because it was late and I would be back in the next few  days anyway. The next day she was killed in a road accident.,"Eu estava dirigindo perto da casa da minha namorada e decidi continuar porque já era tarde e eu estaria de volta nos próximos dias de qualquer maneira. No dia seguinte, ela morreu em um acidente de viação."
261013,4,raiva,"I was having an argument with my brother on his behavior, then we   started fighting and I got annoyed at him because he started  teasing me.","Eu estava discutindo com meu irmão sobre o comportamento dele, então começamos a brigar e eu fiquei irritado com ele porque ele começou a me provocar."
201091,6,vergonha,I was saying bad things about a man I had never seen.  I was  with a friend and did not know that she was related to this man.   My friend did not tell me about it and I discovered this myself.,Eu estava dizendo coisas ruins sobre um homem que nunca tinha visto. Eu estava com uma amiga e não sabia que ela era parente desse homem. Meu amigo não me falou sobre isso e eu mesmo descobri.
171011,4,raiva,I was sleeping nicely until in the middle of the night when I became  awake because a friend called me for some (in my opinion)  nonsens reason.,"Eu estava dormindo bem até o meio da noite, quando acordei porque um amigo me ligou por algum motivo (na minha opinião) absurdo."
91110,3,medo,I was sleeping in my room but woke in the middle of the night to  think I could hear noises and see shadows moving. I felt that  someone was in the house.,"Eu estava dormindo no meu quarto, mas acordei no meio da noite pensando que podia ouvir barulhos e ver sombras se movendo. Eu senti que alguém estava na casa."
201034,3,medo,"I was sleeping when I heard the neighbours screaming, I peeped  through the window and saw a thief  trying to enter my  neighbour's house.","Eu estava dormindo quando ouvi os gritos dos vizinhos, espiei pela janela e vi um ladrão tentando entrar na casa do meu vizinho."
271098,3,medo,I was sleeping alone in the house at night. A boy putting on a  short only knocked at the window whispering that I should open  for him.,Eu estava dormindo sozinho em casa à noite. Um menino que colocava um short só bateu na janela sussurrando que eu deveria abrir para ele.
81026,4,raiva,"I was in ""Hainburg"" in December and I was angry about the  politicians and the police.","Eu estava em ""Hainburg"" em dezembro e estava com raiva dos políticos e da polícia."
201079,3,medo,I was at home and we were sleeping when we heard some robbers  breaking into our house.,Eu estava em casa e dormíamos quando ouvimos alguns ladrões invadindo nossa casa.
